Sample	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
LIVER_RNA_HET_1_S4_L001_1	34.00545515605346	36.260233163469444	36.01872103947749	36.178474792246966	36.125435734960554	36.12178946907555	36.07705730516489	36.03965330889131	36.10233020256411	36.12220066945254	36.14365489975049	36.15559989258035	36.07639151765079	36.03228946414058	35.989995557504145	35.95295255363701	35.90971822297495	35.891757734637615	35.85317473987638	35.78648677940057	35.774776762137385	35.74669516178642	35.69349025046752	35.65119078094419	35.619474515472625	35.56077682801938	35.52982885494277	35.47504455423096	35.467006439758364	35.34763875613819	35.342019382455675	35.27377498842003	35.25175150858501	35.139641940438295	34.987887746855975	35.01111938757593	34.95580934364358	35.439032927021316
LIVER_RNA_HET_1_S4_L001_2	36.31258590999727	36.62586741376836	36.552480966625915	36.51967677880066	36.48613657103412	36.49826355744181	36.44117713030909	36.44874290345827	36.49591366504853	36.488509902420915	36.469417623343176	36.4460142344481	36.40380151035484	36.3820933889938	36.34550377605517	36.32551284044542	36.28218170128066	36.248623781839136	36.213423020557926	36.17994444696923	36.14231739440534	36.11609023789147	36.049890378853306	36.02971374123866	35.99611953918037	35.9723629604246	35.932000073551144	35.84761333708841	35.79265185587316	35.69154586715144	35.692495735672665	35.633282145621365	35.528623621315845	35.48680912682646	35.44959282631528	35.2705035057335	35.17526212718401	35.535730932827086
LIVER_RNA_HET_2_S5_L001_1	35.98365917517715	36.575764695884644	36.461002041523955	36.53076734641515	36.477634626055774	36.47074823009828	36.43082859362538	36.40984395126091	36.43423705276975	36.437265381593875	36.438303983690204	36.440194763679074	36.37766504152019	36.34116556047975	36.30884700789856	36.2733447556403	36.237968673868764	36.21874243713144	36.1862981838299	36.131632736984635	36.11953258681702	36.09890156785235	36.05246813417926	36.01761679874711	35.98541066898434	35.944918410324455	35.909921272463556	35.86994441580002	35.8548688348053	35.764685556217515	35.74812682730783	35.697257460328196	35.667576635805645	35.57882057808357	35.45911299006686	35.46712890552371	35.421279081934884	35.77607769359013
LIVER_RNA_HET_2_S5_L001_2	36.35782679976093	36.60375414191179	36.52652149229259	36.50198949686104	36.493621723651735	36.50154522669421	36.44941000527035	36.436185059556855	36.496701468933736	36.48390275411005	36.4690102934601	36.44531949729075	36.40342212018845	36.38025608159647	36.34367446422796	36.32279029498926	36.279506745817415	36.24569674723261	36.20997839132923	36.175727480882	36.13764990064945	36.11020424029946	36.04550186119042	36.02512660572992	35.99250194776299	35.9649155120674	35.92452423782025	35.84259478264437	35.78715755865704	35.68682897176282	35.68763397540924	35.62871823961194	35.525909554644066	35.48612024130075	35.44668336137714	35.26954531998798	35.18256169401987	35.55672449194067
LIVER_RNA_SMA_1_S1_L001_1	36.429686797099954	36.6806054819154	36.60748806280062	36.6530001223017	36.60958387221284	36.60423003645398	36.569744668282446	36.552094606532435	36.56454063257935	36.561714861250486	36.558872415696825	36.559875706275896	36.506132915128276	36.47549383980405	36.447492923922695	36.41372503186692	36.38073550066398	36.36240252649996	36.33966615881298	36.2887342101198	36.280101509072026	36.261100136019664	36.22150836191791	36.19071408202602	36.16135909034607	36.12430623753242	36.0950756140076	36.059409188131376	36.04512292245712	35.966736619120624	35.95368319103111	35.913876244402275	35.8816354597195	35.8018983711636	35.69916443779131	35.707204902795105	35.66825613940522	35.95498967895119
LIVER_RNA_SMA_1_S1_L001_2	36.407279479601506	36.63015078166434	36.55906360322078	36.53187297055164	36.504626231240806	36.51874320773785	36.46421124647683	36.46996707280611	36.51560645244455	36.511742445033974	36.49516896802139	36.473161780340206	36.43259734486491	36.410856588775026	36.377593528434666	36.358129043518574	36.31767009284789	36.285925405292225	36.25308905770237	36.22145798719832	36.185848394786795	36.15910074157305	36.099789203636576	36.08044678057827	36.048857953319256	36.02282058617514	35.98616206494838	35.90877007311643	35.85728110634814	35.76275023598017	35.7634616447169	35.706624191842465	35.60963292120175	35.570383001926444	35.53350276304493	35.368742616209374	35.283745278188725	35.63177011022766
LIVER_RNA_SMA_2_S2_L001_1	36.46478478286392	36.6923224139207	36.6294901780307	36.670644070531885	36.62746213743008	36.62346633682663	36.58627203588589	36.569107670853796	36.58107958356307	36.57786699967103	36.575595370434584	36.57275283951149	36.519182370259536	36.48789870328688	36.45568974337225	36.42907101223745	36.39584162684481	36.37992839830794	36.35306199567861	36.30698493933063	36.294487244905476	36.27554040379798	36.23407913189032	36.20462253674357	36.178066301012116	36.14116134288324	36.113410986656085	36.074155728946344	36.061824997165196	35.9847699750077	35.9687403966749	35.92738513584366	35.902381351528305	35.82071006376005	35.72145565776524	35.72946977761988	35.69192645245078	35.97589469249922
LIVER_RNA_SMA_2_S2_L001_2	36.38885482653563	36.59066485731235	36.54501274194092	36.50404523204979	36.48589056712777	36.49818214717882	36.44244293636934	36.44027440410067	36.48734505571233	36.48277179158625	36.465008692882606	36.4407604806351	36.398583217965474	36.37552157060291	36.340502706203104	36.320684232513514	36.27772669643044	36.24358045470321	36.208287645742224	36.175675216289164	36.137089992765986	36.110306615368344	36.04730653369025	36.02553992716834	35.99369710092303	35.965369515162855	35.92604187188813	35.84270254469589	35.78905519628038	35.68920251664209	35.689414318927874	35.62846444279419	35.52619920584929	35.48486852177899	35.44729494843815	35.27348274378194	35.18636594118595	35.5715758968942
P7_LIVER_RNA_HET_3_S6_L001_1	36.456970328406484	36.68121388127507	36.621111405138976	36.663861979267665	36.6179535545403	36.61103645520062	36.577899037542736	36.55563173663171	36.56832468741062	36.56651788312487	36.56218418436812	36.55809877895646	36.50315947376972	36.47028642762714	36.43901446994049	36.41275021064073	36.377013603992225	36.360544702614156	36.33137493298968	36.28530373785543	36.268644400694384	36.24810522907154	36.210959527739575	36.176459840536644	36.14962153247291	36.10784186503919	36.07976244600147	36.036680028829515	36.02569816682073	35.94446715861532	35.93295449516332	35.88499767601408	35.85620781374317	35.777430102438345	35.676286861878694	35.67755596985687	35.63778990706304	35.93469730528795
